Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Date,Time,Payment,gross margin percentage,gross income,Rating
578-80-7669,B,Mandalay,Normal,Male,Sports and travel, $74.97 ,1, $78.72 ,3-16-2019,16:58,Cash,4.7%, $3.75 ,5.6
612-36-5536,A,Yangon,Member,Male,Food and beverages, $80.96 ,8, $680.06 ,2-17-2019,11:12,Credit card,4.7%, $32.38 ,7.4
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages, $94.47 ,8, $793.55 ,2-27-2019,15:12,Cash,4.7%, $37.79 ,9.1
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages, $99.79 ,2, $209.56 ,7-3-2019,20:37,Ewallet,4.7%, $9.98 ,8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle, $73.22 ,6, $461.29 ,1-21-2019,17:44,Cash,4.7%, $21.97 ,7.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages, $41.24 ,4, $173.21 ,2-19-2019,16:23,Cash,4.7%, $8.25 ,7.1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories, $81.68 ,4, $343.06 ,6-1-2019,12:12,Cash,4.7%, $16.34 ,9.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories, $51.32 ,9, $484.97 ,3-14-2019,19:33,Cash,4.7%, $23.09 ,5.6
468-88-0009,A,Yangon,Member,Male,Home and lifestyle, $65.94 ,4, $276.95 ,3-24-2019,10:29,Cash,4.7%, $13.19 ,6
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel, $14.36 ,10, $150.78 ,1-27-2019,14:28,Cash,4.7%, $7.18 ,5.4
254-31-0042,A,Yangon,Member,Male,Electronic accessories, $21.50 ,9, $203.18 ,6-3-2019,12:46,Credit card,4.7%, $9.68 ,7.8
201-86-2184,B,Mandalay,Member,Female,Electronic accessories, $26.26 ,7, $193.01 ,2-2-2019,19:40,Cash,4.7%, $9.19 ,9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories, $60.96 ,2, $128.02 ,1-25-2019,19:39,Credit card,4.7%, $6.10 ,4.9
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle, $70.11 ,6, $441.69 ,3-14-2019,17:54,Ewallet,4.7%, $21.03 ,5.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories, $42.08 ,6, $265.10 ,1-29-2019,12:25,Cash,4.7%, $12.62 ,8.9
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle, $67.09 ,5, $352.22 ,3-1-2019,16:47,Credit card,4.7%, $16.77 ,9.1
667-23-5919,A,Yangon,Member,Female,Fashion accessories, $96.70 ,5, $507.68 ,1-14-2019,12:52,Ewallet,4.7%, $24.18 ,7
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle, $35.38 ,9, $334.34 ,5-1-2019,19:50,Credit card,4.7%, $15.92 ,9.6
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel, $95.49 ,7, $701.85 ,2-22-2019,18:17,Ewallet,4.7%, $33.42 ,8.7
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories, $96.98 ,4, $407.32 ,6-2-2019,17:20,Ewallet,4.7%, $19.40 ,9.4
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories, $23.65 ,4, $99.33 ,1-30-2019,13:32,Credit card,4.7%, $4.73 ,4
289-15-7034,A,Yangon,Member,Male,Sports and travel, $82.33 ,4, $345.79 ,11-1-2019,10:37,Credit card,4.7%, $16.47 ,7.5
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories, $26.61 ,2, $55.88 ,3-19-2019,14:35,Cash,4.7%, $2.66 ,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages, $99.69 ,5, $523.37 ,1-14-2019,12:09,Cash,4.7%, $24.92 ,9.9
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages, $74.89 ,4, $314.54 ,1-3-2019,15:32,Ewallet,4.7%, $14.98 ,4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages, $40.94 ,5, $214.94 ,6-1-2019,13:58,Ewallet,4.7%, $10.24 ,9.9
525-88-7307,B,Mandalay,Member,Male,Sports and travel, $75.82 ,1, $79.61 ,1-31-2019,13:19,Cash,4.7%, $3.79 ,5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages, $46.77 ,6, $294.65 ,11-3-2019,13:37,Cash,4.7%, $14.03 ,6
725-56-0833,A,Yangon,Normal,Female,Health and beauty, $32.32 ,10, $339.36 ,2-20-2019,16:49,Credit card,4.7%, $16.16 ,10
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories, $54.07 ,9, $510.96 ,1-27-2019,14:55,Ewallet,4.7%, $24.33 ,9.5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages, $18.22 ,7, $133.92 ,10-3-2019,14:04,Credit card,4.7%, $6.38 ,6.6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories, $80.48 ,3, $253.51 ,2-15-2019,12:31,Cash,4.7%, $12.07 ,8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories, $37.95 ,10, $398.48 ,1-26-2019,14:51,Cash,4.7%, $18.98 ,9.7
563-36-9814,A,Yangon,Member,Male,Electronic accessories, $76.82 ,1, $80.66 ,2-13-2019,18:27,Ewallet,4.7%, $3.84 ,7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel, $52.26 ,10, $548.73 ,9-3-2019,12:45,Credit card,4.7%, $26.13 ,6.2
885-17-6250,A,Yangon,Normal,Female,Health and beauty, $79.74 ,1, $83.73 ,6-3-2019,10:36,Ewallet,4.7%, $3.99 ,7.3
726-27-2396,A,Yangon,Normal,Female,Health and beauty, $77.50 ,5, $406.88 ,1-24-2019,20:36,Ewallet,4.7%, $19.38 ,4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages, $54.27 ,5, $284.92 ,3-13-2019,14:16,Ewallet,4.7%, $13.57 ,4.6
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle, $13.59 ,9, $128.43 ,3-15-2019,10:26,Cash,4.7%, $6.12 ,5.8
793-10-3222,B,Mandalay,Member,Female,Health and beauty, $41.06 ,6, $258.68 ,5-3-2019,13:30,Credit card,4.7%, $12.32 ,8.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories, $19.24 ,9, $181.82 ,4-3-2019,16:28,Cash,4.7%, $8.66 ,8
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages, $39.43 ,6, $248.41 ,3-25-2019,20:18,Credit card,4.7%, $11.83 ,9.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle, $46.22 ,4, $194.12 ,12-3-2019,20:04,Credit card,4.7%, $9.24 ,6.2
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle, $13.98 ,1, $14.68 ,4-2-2019,13:38,Ewallet,4.7%, $0.70 ,9.8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories, $39.75 ,5, $208.69 ,2-22-2019,10:43,Ewallet,4.7%, $9.94 ,9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories, $97.79 ,7, $718.76 ,2-16-2019,17:30,Ewallet,4.7%, $34.23 ,4.9
882-40-4577,A,Yangon,Member,Male,Sports and travel, $67.26 ,4, $282.49 ,1-19-2019,15:28,Credit card,4.7%, $13.45 ,8
732-67-5346,A,Yangon,Normal,Male,Food and beverages, $13.79 ,5, $72.40 ,11-1-2019,19:07,Credit card,4.7%, $3.45 ,7.8
725-32-9708,B,Mandalay,Member,Female,Fashion accessories, $68.71 ,4, $288.58 ,4-1-2019,19:01,Cash,4.7%, $13.74 ,4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle, $56.53 ,4, $237.43 ,4-3-2019,19:48,Ewallet,4.7%, $11.31 ,5.5
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories, $23.82 ,5, $125.06 ,1-28-2019,19:24,Ewallet,4.7%, $5.96 ,5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty, $34.21 ,10, $359.21 ,2-1-2019,13:00,Cash,4.7%, $17.11 ,5.1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel, $21.87 ,2, $45.93 ,1-25-2019,14:29,Ewallet,4.7%, $2.19 ,6.9
132-23-6451,A,Yangon,Member,Male,Health and beauty, $20.97 ,5, $110.09 ,4-1-2019,13:21,Cash,4.7%, $5.24 ,7.8
696-90-2548,A,Yangon,Normal,Male,Sports and travel, $25.84 ,3, $81.40 ,10-3-2019,18:55,Ewallet,4.7%, $3.88 ,6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle, $50.93 ,8, $427.81 ,3-22-2019,19:36,Ewallet,4.7%, $20.37 ,9.2
268-03-6164,B,Mandalay,Normal,Male,Health and beauty, $96.11 ,1, $100.92 ,1-25-2019,16:28,Ewallet,4.7%, $4.81 ,7.8
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle, $45.38 ,4, $190.60 ,8-1-2019,13:48,Credit card,4.7%, $9.08 ,8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty, $81.51 ,1, $85.59 ,1-22-2019,10:57,Ewallet,4.7%, $4.08 ,9.2
848-07-1692,B,Mandalay,Normal,Female,Health and beauty, $57.22 ,2, $120.16 ,12-1-2019,17:13,Ewallet,4.7%, $5.72 ,8.3
745-71-3520,A,Yangon,Member,Female,Electronic accessories, $25.22 ,7, $185.37 ,4-2-2019,10:23,Cash,4.7%, $8.83 ,8.2
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages, $38.60 ,3, $121.59 ,3-28-2019,13:57,Ewallet,4.7%, $5.79 ,7.5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories, $84.05 ,3, $264.76 ,1-23-2019,13:29,Cash,4.7%, $12.61 ,9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories, $97.21 ,10," $1,020.71 ",8-2-2019,13:00,Credit card,4.7%, $48.61 ,8.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories, $25.42 ,8, $213.53 ,3-19-2019,19:42,Credit card,4.7%, $10.17 ,6.7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories, $16.28 ,1, $17.09 ,9-3-2019,15:36,Cash,4.7%, $0.81 ,5
198-84-7132,B,Mandalay,Member,Male,Fashion accessories, $40.61 ,9, $383.76 ,2-1-2019,13:40,Cash,4.7%, $18.27 ,7
269-10-8440,A,Yangon,Member,Male,Health and beauty, $53.17 ,7, $390.80 ,1-21-2019,18:01,Cash,4.7%, $18.61 ,8.9
650-98-6268,B,Mandalay,Member,Female,Food and beverages, $20.87 ,3, $65.74 ,3-20-2019,13:53,Credit card,4.7%, $3.13 ,8
741-73-3559,B,Mandalay,Normal,Male,Sports and travel, $67.27 ,5, $353.17 ,2-27-2019,17:27,Cash,4.7%, $16.82 ,6.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle, $90.65 ,10, $951.83 ,8-3-2019,10:53,Ewallet,4.7%, $45.33 ,7.3
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories, $69.08 ,2, $145.07 ,1-31-2019,19:48,Credit card,4.7%, $6.91 ,6.9
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages, $43.27 ,2, $90.87 ,8-3-2019,16:53,Ewallet,4.7%, $4.33 ,5.7
459-50-7686,A,Yangon,Normal,Female,Electronic accessories, $23.46 ,6, $147.80 ,1-13-2019,19:14,Ewallet,4.7%, $7.04 ,6.4
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories, $95.54 ,7, $702.22 ,9-3-2019,14:36,Credit card,4.7%, $33.44 ,9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories, $47.44 ,1, $49.81 ,2-22-2019,18:19,Credit card,4.7%, $2.37 ,6.8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel, $99.24 ,9, $937.82 ,3-19-2019,19:09,Ewallet,4.7%, $44.66 ,9
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel, $82.93 ,4, $348.31 ,1-20-2019,16:51,Ewallet,4.7%, $16.59 ,9.6
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle, $33.99 ,6, $214.14 ,8-3-2019,15:37,Credit card,4.7%, $10.20 ,7.7
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages, $17.04 ,4, $71.57 ,8-3-2019,20:15,Ewallet,4.7%, $3.41 ,7
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories, $40.86 ,8, $343.22 ,7-2-2019,14:38,Credit card,4.7%, $16.34 ,6.5
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages, $17.44 ,5, $91.56 ,1-15-2019,19:25,Cash,4.7%, $4.36 ,8.1
394-30-3170,B,Mandalay,Member,Female,Sports and travel, $88.43 ,8, $742.81 ,3-22-2019,19:35,Credit card,4.7%, $35.37 ,4.3
138-17-5109,A,Yangon,Member,Female,Home and lifestyle, $89.21 ,9, $843.03 ,1-15-2019,15:42,Credit card,4.7%, $40.14 ,6.5
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories, $12.78 ,1, $13.42 ,8-1-2019,14:11,Ewallet,4.7%, $0.64 ,9.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel, $19.10 ,7, $140.39 ,1-15-2019,10:43,Cash,4.7%, $6.69 ,9.7
390-80-5128,B,Mandalay,Member,Female,Health and beauty, $19.15 ,1, $20.11 ,1-28-2019,17:58,Credit card,4.7%, $0.96 ,9.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages, $27.66 ,10, $290.43 ,2-14-2019,11:26,Credit card,4.7%, $13.83 ,8.9
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories, $45.74 ,3, $144.08 ,10-3-2019,17:38,Credit card,4.7%, $6.86 ,6.5
296-11-7041,B,Mandalay,Member,Female,Health and beauty, $27.07 ,1, $28.42 ,12-1-2019,20:07,Credit card,4.7%, $1.35 ,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel, $39.12 ,1, $41.08 ,3-26-2019,11:02,Credit card,4.7%, $1.96 ,9.6
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories, $74.71 ,6, $470.67 ,1-1-2019,19:07,Cash,4.7%, $22.41 ,6.7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories, $22.01 ,6, $138.66 ,2-1-2019,18:50,Cash,4.7%, $6.60 ,7.6
727-17-0390,A,Yangon,Normal,Female,Food and beverages, $63.61 ,5, $333.95 ,3-16-2019,12:43,Ewallet,4.7%, $15.90 ,4.8
568-88-3448,A,Yangon,Normal,Male,Health and beauty, $25.00 ,1, $26.25 ,3-3-2019,15:09,Ewallet,4.7%, $1.25 ,5.5
187-83-5490,A,Yangon,Member,Male,Electronic accessories, $20.77 ,4, $87.23 ,1-31-2019,13:47,Cash,4.7%, $4.15 ,4.7
767-54-1907,B,Mandalay,Member,Female,Fashion accessories, $29.56 ,5, $155.19 ,2-13-2019,16:59,Cash,4.7%, $7.39 ,6.9
710-46-4433,B,Mandalay,Member,Female,Food and beverages, $77.40 ,9, $731.43 ,2-15-2019,14:15,Credit card,4.7%, $34.83 ,4.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories, $79.39 ,10, $833.60 ,7-2-2019,20:24,Cash,4.7%, $39.70 ,6.2
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories, $46.57 ,10, $488.99 ,1-27-2019,13:58,Cash,4.7%, $23.29 ,7.6
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages, $35.89 ,1, $37.68 ,2-23-2019,16:52,Credit card,4.7%, $1.79 ,7.9
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages, $40.52 ,5, $212.73 ,3-2-2019,15:19,Cash,4.7%, $10.13 ,4.5
234-03-4040,B,Mandalay,Member,Female,Food and beverages, $73.05 ,10, $767.03 ,3-3-2019,12:25,Credit card,4.7%, $36.53 ,8.7
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel, $73.95 ,4, $310.59 ,3-2-2019,10:02,Cash,4.7%, $14.79 ,6.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages, $22.62 ,1, $23.75 ,3-17-2019,18:58,Cash,4.7%, $1.13 ,6.4
470-32-9057,A,Yangon,Member,Male,Food and beverages, $51.34 ,5, $269.54 ,3-28-2019,15:31,Credit card,4.7%, $12.84 ,9.1
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel, $54.55 ,10, $572.78 ,2-3-2019,11:22,Credit card,4.7%, $27.28 ,7.1
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty, $37.15 ,7, $273.05 ,8-2-2019,13:12,Credit card,4.7%, $13.00 ,7.7
554-53-3790,B,Mandalay,Normal,Male,Sports and travel, $37.02 ,6, $233.23 ,3-22-2019,18:33,Cash,4.7%, $11.11 ,4.5
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages, $21.58 ,1, $22.66 ,9-2-2019,10:02,Ewallet,4.7%, $1.08 ,7.2
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories, $98.84 ,1, $103.78 ,2-15-2019,11:21,Cash,4.7%, $4.94 ,8.4
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle, $83.77 ,6, $527.75 ,1-23-2019,12:10,Ewallet,4.7%, $25.13 ,5.4
340-21-9136,A,Yangon,Member,Female,Sports and travel, $40.05 ,4, $168.21 ,1-25-2019,11:40,Cash,4.7%, $8.01 ,9.7
405-31-3305,A,Yangon,Member,Male,Fashion accessories, $43.13 ,10, $452.87 ,2-2-2019,18:31,Credit card,4.7%, $21.57 ,5.5
731-59-7531,B,Mandalay,Member,Male,Health and beauty, $72.57 ,8, $609.59 ,3-30-2019,17:58,Cash,4.7%, $29.03 ,4.6
676-39-6028,A,Yangon,Member,Female,Electronic accessories, $64.44 ,5, $338.31 ,3-30-2019,17:04,Cash,4.7%, $16.11 ,6.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty, $65.18 ,3, $205.32 ,2-25-2019,20:35,Credit card,4.7%, $9.78 ,6.3
485-30-8700,A,Yangon,Normal,Female,Sports and travel, $33.26 ,5, $174.62 ,3-18-2019,16:10,Credit card,4.7%, $8.32 ,4.2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories, $84.07 ,4, $353.09 ,7-3-2019,16:54,Ewallet,4.7%, $16.81 ,4.4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel, $34.37 ,10, $360.89 ,3-16-2019,10:11,Ewallet,4.7%, $17.19 ,6.7
575-67-1508,A,Yangon,Normal,Male,Electronic accessories, $38.60 ,1, $40.53 ,1-29-2019,11:26,Ewallet,4.7%, $1.93 ,6.7
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages, $65.97 ,8, $554.15 ,2-2-2019,20:29,Cash,4.7%, $26.39 ,8.4
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories, $32.80 ,10, $344.40 ,2-15-2019,12:12,Cash,4.7%, $16.40 ,6.2
674-15-9296,A,Yangon,Normal,Male,Sports and travel, $37.14 ,5, $194.99 ,8-1-2019,13:05,Ewallet,4.7%, $9.29 ,5
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle, $60.38 ,10, $633.99 ,12-2-2019,16:19,Cash,4.7%, $30.19 ,6
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel, $36.98 ,10, $388.29 ,1-1-2019,19:48,Credit card,4.7%, $18.49 ,7
438-01-4015,B,Mandalay,Member,Female,Sports and travel, $49.49 ,4, $207.86 ,3-21-2019,15:25,Ewallet,4.7%, $9.90 ,6.6
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories, $41.09 ,10, $431.45 ,2-28-2019,14:42,Cash,4.7%, $20.55 ,7.3
795-49-7276,A,Yangon,Normal,Male,Fashion accessories, $37.15 ,4, $156.03 ,3-23-2019,18:59,Ewallet,4.7%, $7.43 ,8.3
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle, $22.96 ,1, $24.11 ,1-30-2019,20:47,Cash,4.7%, $1.15 ,4.3
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle, $77.68 ,9, $734.08 ,4-2-2019,13:21,Ewallet,4.7%, $34.96 ,9.8
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories, $34.70 ,2, $72.87 ,3-13-2019,19:48,Ewallet,4.7%, $3.47 ,8.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories, $19.66 ,10, $206.43 ,3-15-2019,18:20,Credit card,4.7%, $9.83 ,7.2
608-04-3797,B,Mandalay,Member,Female,Health and beauty, $25.32 ,8, $212.69 ,5-3-2019,20:24,Ewallet,4.7%, $10.13 ,8.7
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle, $12.12 ,10, $127.26 ,5-3-2019,13:44,Credit card,4.7%, $6.06 ,8.4
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories, $99.89 ,2, $209.77 ,2-26-2019,11:48,Ewallet,4.7%, $9.99 ,7.1
632-32-4574,B,Mandalay,Normal,Male,Sports and travel, $75.92 ,8, $637.73 ,3-20-2019,14:14,Cash,4.7%, $30.37 ,5.5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories, $63.22 ,2, $132.76 ,1-1-2019,15:51,Cash,4.7%, $6.32 ,8.5
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages, $90.24 ,6, $568.51 ,1-27-2019,11:17,Cash,4.7%, $27.07 ,6.2
401-18-8016,B,Mandalay,Member,Female,Sports and travel, $98.13 ,1, $103.04 ,1-21-2019,17:36,Cash,4.7%, $4.91 ,8.9
420-18-8989,A,Yangon,Member,Female,Sports and travel, $51.52 ,8, $432.77 ,2-2-2019,15:47,Cash,4.7%, $20.61 ,9.6
277-63-2961,B,Mandalay,Member,Male,Sports and travel, $73.97 ,1, $77.67 ,3-2-2019,15:53,Credit card,4.7%, $3.70 ,5.4
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories, $31.90 ,1, $33.50 ,5-1-2019,12:40,Ewallet,4.7%, $1.60 ,9.1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle, $69.40 ,2, $145.74 ,1-27-2019,19:48,Ewallet,4.7%, $6.94 ,9
282-35-2475,B,Mandalay,Normal,Female,Sports and travel, $93.31 ,2, $195.95 ,3-25-2019,17:53,Cash,4.7%, $9.33 ,6.3
511-54-3087,B,Mandalay,Normal,Male,Sports and travel, $88.45 ,1, $92.87 ,2-25-2019,16:36,Credit card,4.7%, $4.42 ,9.5
726-29-6793,A,Yangon,Member,Male,Electronic accessories, $24.18 ,8, $203.11 ,1-28-2019,20:54,Ewallet,4.7%, $9.67 ,9.8
387-49-4215,B,Mandalay,Member,Female,Sports and travel, $48.50 ,3, $152.78 ,8-1-2019,12:50,Cash,4.7%, $7.28 ,6.7
862-17-9201,B,Mandalay,Normal,Female,Food and beverages, $84.05 ,6, $529.52 ,1-29-2019,10:48,Credit card,4.7%, $25.22 ,7.7
291-21-5991,B,Mandalay,Member,Male,Health and beauty, $61.29 ,5, $321.77 ,3-29-2019,14:28,Cash,4.7%, $15.32 ,7
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle, $15.95 ,6, $100.49 ,9-2-2019,17:15,Credit card,4.7%, $4.79 ,5.1
347-72-6115,B,Mandalay,Member,Female,Sports and travel, $90.74 ,7, $666.94 ,1-16-2019,18:03,Credit card,4.7%, $31.76 ,6.2
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle, $42.91 ,5, $225.28 ,5-1-2019,17:29,Ewallet,4.7%, $10.73 ,6.1
595-27-4851,A,Yangon,Normal,Female,Fashion accessories, $54.28 ,7, $398.96 ,1-27-2019,18:05,Ewallet,4.7%, $19.00 ,9.3
189-52-0236,A,Yangon,Normal,Male,Electronic accessories, $99.55 ,7, $731.69 ,3-14-2019,12:07,Cash,4.7%, $34.84 ,7.6
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel, $58.39 ,7, $429.17 ,2-23-2019,19:49,Credit card,4.7%, $20.44 ,8.2
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories, $51.47 ,1, $54.04 ,3-18-2019,15:52,Ewallet,4.7%, $2.57 ,8.5
425-85-2085,B,Mandalay,Member,Male,Health and beauty, $54.86 ,5, $288.02 ,3-29-2019,16:48,Ewallet,4.7%, $13.72 ,9.8
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle, $39.39 ,5, $206.80 ,1-22-2019,20:46,Credit card,4.7%, $9.85 ,8.7
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle, $34.73 ,2, $72.93 ,1-3-2019,18:14,Ewallet,4.7%, $3.47 ,9.7
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel, $71.92 ,5, $377.58 ,1-17-2019,15:05,Credit card,4.7%, $17.98 ,4.3
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories, $45.71 ,3, $143.99 ,3-26-2019,10:34,Credit card,4.7%, $6.86 ,7.7
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle, $83.17 ,6, $523.97 ,3-20-2019,11:23,Cash,4.7%, $24.95 ,7.3
609-81-8548,A,Yangon,Member,Female,Home and lifestyle, $37.44 ,6, $235.87 ,6-2-2019,13:55,Credit card,4.7%, $11.23 ,5.9
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty, $62.87 ,2, $132.03 ,1-1-2019,11:43,Cash,4.7%, $6.29 ,5
534-01-4457,A,Yangon,Normal,Male,Food and beverages, $81.71 ,6, $514.77 ,1-27-2019,14:36,Credit card,4.7%, $24.51 ,8
719-89-8991,A,Yangon,Member,Female,Sports and travel, $91.41 ,5, $479.90 ,2-25-2019,16:03,Ewallet,4.7%, $22.85 ,7.1
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories, $39.21 ,4, $164.68 ,1-16-2019,20:03,Credit card,4.7%, $7.84 ,9
339-38-9982,B,Mandalay,Member,Male,Fashion accessories, $59.86 ,2, $125.71 ,1-13-2019,14:55,Ewallet,4.7%, $5.99 ,6.7
827-44-5872,B,Mandalay,Member,Female,Food and beverages, $54.36 ,10, $570.78 ,7-2-2019,11:28,Credit card,4.7%, $27.18 ,6.1
827-77-7633,A,Yangon,Normal,Male,Sports and travel, $98.09 ,9, $926.95 ,2-17-2019,19:41,Cash,4.7%, $44.14 ,9.3
287-83-1405,A,Yangon,Normal,Male,Health and beauty, $25.43 ,6, $160.21 ,12-2-2019,19:01,Ewallet,4.7%, $7.63 ,7
435-13-4908,A,Yangon,Member,Male,Fashion accessories, $86.68 ,8, $728.11 ,1-24-2019,18:04,Credit card,4.7%, $34.67 ,7.2
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories, $22.95 ,10, $240.98 ,6-2-2019,19:20,Ewallet,4.7%, $11.48 ,8.2
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages, $16.31 ,9, $154.13 ,3-26-2019,10:31,Ewallet,4.7%, $7.34 ,8.4
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle, $28.32 ,5, $148.68 ,11-3-2019,13:28,Ewallet,4.7%, $7.08 ,6.2
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle, $16.67 ,7, $122.52 ,7-2-2019,11:36,Ewallet,4.7%, $5.83 ,7.4
339-12-4827,B,Mandalay,Member,Female,Fashion accessories, $73.96 ,1, $77.66 ,5-1-2019,11:32,Credit card,4.7%, $3.70 ,5
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle, $97.94 ,1, $102.84 ,7-3-2019,11:44,Ewallet,4.7%, $4.90 ,6.9
308-81-0538,A,Yangon,Normal,Female,Fashion accessories, $73.05 ,4, $306.81 ,2-25-2019,17:16,Credit card,4.7%, $14.61 ,4.9
